date,order_id,product,sku,quantity,unit_price,discount_amount,revenue
2019-03-02,607-76-6216,Fashion accessories,SKU-607-76-6,5,92.49,0.0,462.45
2019-03-06,715-20-1673,Electronic accessories,SKU-715-20-1,5,28.38,0.0,141.9
2019-02-06,811-35-1094,Electronic accessories,SKU-811-35-1,6,50.45,0.0,302.7
2019-01-28,699-88-1972,Health and beauty,SKU-699-88-1,8,99.16,0.0,793.28
2019-01-18,781-84-8059,Fashion accessories,SKU-781-84-8,7,60.74,0.0,425.18
2019-02-05,409-49-6995,Food and beverages,SKU-409-49-6,6,47.27,0.0,283.62
2019-03-02,725-54-0677,Health and beauty,SKU-725-54-0,7,85.6,0.0,599.1999999999999
2019-02-09,146-09-5432,Food and beverages,SKU-146-09-5,9,35.04,0.0,315.36
2019-01-14,377-79-7592,Electronic accessories,SKU-377-79-7,9,44.84,0.0,403.56
2019-02-09,509-10-0516,Home and lifestyle,SKU-509-10-0,4,45.97,0.0,183.88000000000002
2019-03-26,595-94-9924,Health and beauty,SKU-595-94-9,5,27.73,0.0,138.65
2019-01-28,865-41-9075,Food and beverages,SKU-865-41-9,7,11.53,0.0,80.71000000000001
2019-02-14,545-07-8534,Health and beauty,SKU-545-07-8,2,58.32,0.0,116.64
2019-03-24,118-62-1812,Home and lifestyle,SKU-118-62-1,4,78.38,0.0,313.52000000000004
2019-02-09,450-42-3339,Health and beauty,SKU-450-42-3,10,84.61,0.0,846.1
2019-03-24,851-98-3555,Health and beauty,SKU-851-98-3,5,82.88,0.0,414.4
2019-03-27,186-71-5196,Food and beverages,SKU-186-71-5,2,79.54,0.0,159.07999999999998
2019-01-27,624-01-8356,Home and lifestyle,SKU-624-01-8,10,49.01,0.0,490.1
2019-03-27,313-66-9943,Food and beverages,SKU-313-66-9,3,29.15,0.0,87.45
2019-01-19,151-27-8496,Electronic accessories,SKU-151-27-8,4,56.13,0.0,224.52
2019-02-07,453-33-6436,Home and lifestyle,SKU-453-33-6,8,93.12,0.0,744.9599999999999
2019-01-31,522-57-8364,Fashion accessories,SKU-522-57-8,8,51.34,0.0,410.71999999999997
2019-02-25,459-45-2396,Food and beverages,SKU-459-45-2,3,99.6,0.0,298.8
2019-02-02,717-96-4189,Electronic accessories,SKU-717-96-4,6,35.49,0.0,212.94
2019-03-14,722-13-2115,Sports and travel,SKU-722-13-2,1,42.85,8.57,34.28
2019-03-11,749-81-8133,Fashion accessories,SKU-749-81-8,4,94.67,0.0,378.67999999999995
2019-02-22,777-67-2495,Home and lifestyle,SKU-777-67-2,3,68.97,0.0,206.91000000000003
2019-03-02,636-98-3364,Electronic accessories,SKU-636-98-3,3,26.26,0.0,78.78
2019-03-10,246-55-6923,Home and lifestyle,SKU-246-55-6,9,35.79,0.0,322.11
2019-02-08,181-82-6255,Home and lifestyle,SKU-181-82-6,6,16.37,0.0,98.22
2019-02-22,838-02-1821,Home and lifestyle,SKU-838-02-1,2,12.73,0.0,25.46
2019-01-10,887-42-0517,Sports and travel,SKU-887-42-0,7,83.14,0.0,581.9799999999999
2019-03-14,457-12-0244,Sports and travel,SKU-457-12-0,6,35.22,42.264,169.056
2019-01-10,226-34-0034,Electronic accessories,SKU-226-34-0,4,13.78,0.0,55.12
2019-02-15,321-49-7382,Sports and travel,SKU-321-49-7,1,88.31,0.0,88.31
2019-01-13,397-25-8725,Health and beauty,SKU-397-25-8,9,39.62,0.0,356.58
2019-02-15,431-66-2305,Electronic accessories,SKU-431-66-2,9,88.25,0.0,794.25
2019-03-02,825-94-5922,Sports and travel,SKU-825-94-5,2,25.31,10.124,40.49600000000001
2019-03-24,641-62-7288,Home and lifestyle,SKU-641-62-7,6,99.92,0.0,599.52
2019-02-02,756-93-1854,Fashion accessories,SKU-756-93-1,2,83.35,0.0,166.7
2019-02-27,243-55-8457,Food and beverages,SKU-243-55-8,10,74.44,0.0,744.4
2019-01-20,458-10-8612,Health and beauty,SKU-458-10-8,7,64.08,0.0,448.56
2019-01-03,501-61-1753,Home and lifestyle,SKU-501-61-1,6,63.15,0.0,378.90000000000003
2019-01-24,235-06-8510,Home and lifestyle,SKU-235-06-8,3,85.72,0.0,257.15999999999997
2019-01-05,433-08-7822,Health and beauty,SKU-433-08-7,7,78.89,0.0,552.23
2019-03-30,361-85-2571,Sports and travel,SKU-361-85-2,5,89.48,89.48000000000002,357.92
2019-02-17,131-70-8179,Health and beauty,SKU-131-70-8,3,92.09,0.0,276.27000000000004
2019-03-21,500-02-2261,Food and beverages,SKU-500-02-2,6,57.29,0.0,343.74
2019-03-02,720-72-2436,Food and beverages,SKU-720-72-2,4,66.52,0.0,266.08000000000004
2019-03-27,702-83-5291,Fashion accessories,SKU-702-83-5,9,99.82,0.0,898.38
2019-01-19,809-69-9497,Home and lifestyle,SKU-809-69-9,10,45.68,0.0,456.8
2019-02-19,449-16-6770,Health and beauty,SKU-449-16-6,5,50.79,0.0,253.95
2019-03-28,333-23-2632,Health and beauty,SKU-333-23-2,7,10.08,0.0,70.55999999999999
2019-01-05,489-82-1237,Electronic accessories,SKU-489-82-1,7,93.88,0.0,657.1600000000001
2019-03-26,859-97-6048,Electronic accessories,SKU-859-97-6,2,84.25,0.0,168.5
2019-02-03,676-10-2200,Fashion accessories,SKU-676-10-2,1,53.78,0.0,53.78
2019-02-06,373-88-1424,Home and lifestyle,SKU-373-88-1,5,35.81,0.0,179.05
2019-02-24,365-16-4334,Food and beverages,SKU-365-16-4,8,26.43,0.0,211.44
2019-02-21,503-21-4385,Health and beauty,SKU-503-21-4,3,39.91,0.0,119.72999999999999
2019-01-09,305-89-2768,Home and lifestyle,SKU-305-89-2,3,21.9,0.0,65.7
2019-02-25,574-80-1489,Food and beverages,SKU-574-80-1,4,62.85,0.0,251.40000000000003
2019-01-13,784-08-0310,Food and beverages,SKU-784-08-0,4,21.04,0.0,84.16
2019-02-09,200-40-6154,Home and lifestyle,SKU-200-40-6,6,65.91,0.0,395.46
2019-01-06,846-10-0341,Fashion accessories,SKU-846-10-0,7,42.57,0.0,297.99
2019-01-10,577-34-7579,Food and beverages,SKU-577-34-7,9,50.49,0.0,454.40999999999997
2019-02-07,430-02-3888,Electronic accessories,SKU-430-02-3,6,46.02,0.0,276.12
2019-01-09,867-47-1948,Home and lifestyle,SKU-867-47-1,10,15.8,0.0,158.0
2019-02-19,384-59-6655,Food and beverages,SKU-384-59-6,9,98.66,0.0,887.9399999999999
2019-03-18,256-58-3609,Fashion accessories,SKU-256-58-3,1,91.98,0.0,91.97999999999999
2019-02-05,324-92-3863,Electronic accessories,SKU-324-92-3,2,20.89,0.0,41.78
2019-03-19,593-08-5916,Fashion accessories,SKU-593-08-5,1,15.5,0.0,15.499999999999998
2019-03-30,364-34-2972,Electronic accessories,SKU-364-34-2,3,96.82,0.0,290.46
2019-01-26,794-42-3736,Food and beverages,SKU-794-42-3,2,33.33,0.0,66.66
2019-03-02,172-42-8274,Electronic accessories,SKU-172-42-8,2,38.27,0.0,76.54
2019-03-04,558-60-5016,Home and lifestyle,SKU-558-60-5,9,33.3,0.0,299.7
2019-01-13,195-06-0432,Home and lifestyle,SKU-195-06-0,3,81.01,0.0,243.03
2019-03-25,605-03-2706,Health and beauty,SKU-605-03-2,3,15.8,0.0,47.400000000000006
2019-03-11,214-30-2776,Electronic accessories,SKU-214-30-2,5,34.49,0.0,172.45
2019-01-01,746-04-1077,Food and beverages,SKU-746-04-1,10,84.63,0.0,846.3
2019-02-10,448-34-8700,Home and lifestyle,SKU-448-34-8,7,36.91,0.0,258.37
2019-01-26,452-04-8808,Electronic accessories,SKU-452-04-8,7,87.08,0.0,609.5600000000001
2019-02-11,531-56-4728,Home and lifestyle,SKU-531-56-4,3,80.08,0.0,240.24
2019-02-07,744-82-9138,Fashion accessories,SKU-744-82-9,2,86.13,0.0,172.26
2019-03-06,883-69-1285,Fashion accessories,SKU-883-69-1,2,49.92,0.0,99.83999999999999
2019-03-04,221-25-5073,Food and beverages,SKU-221-25-5,4,74.66,0.0,298.64
2019-02-26,518-71-6847,Food and beverages,SKU-518-71-6,6,26.6,0.0,159.60000000000002
2019-03-10,156-20-0370,Electronic accessories,SKU-156-20-0,1,25.45,0.0,25.45
2019-02-04,151-33-7434,Food and beverages,SKU-151-33-7,1,67.77,0.0,67.77000000000001
2019-01-19,728-47-9078,Food and beverages,SKU-728-47-9,4,59.59,0.0,238.35999999999999
2019-01-23,809-46-1866,Health and beauty,SKU-809-46-1,4,58.15,0.0,232.6
2019-03-14,139-32-4183,Sports and travel,SKU-139-32-4,9,97.48,175.46400000000003,701.8560000000001
2019-01-23,148-41-7930,Health and beauty,SKU-148-41-7,7,99.96,0.0,699.72
2019-01-09,189-40-5216,Electronic accessories,SKU-189-40-5,7,96.37,0.0,674.5899999999999
2019-02-07,374-38-5555,Fashion accessories,SKU-374-38-5,5,63.71,0.0,318.55
2019-02-18,764-44-8999,Health and beauty,SKU-764-44-8,2,14.76,0.0,29.52
2019-01-03,552-44-5977,Health and beauty,SKU-552-44-5,8,62.0,0.0,495.99999999999994
2019-03-29,267-62-7380,Electronic accessories,SKU-267-62-7,10,82.34,0.0,823.4000000000001
2019-01-28,430-53-4718,Health and beauty,SKU-430-53-4,8,75.37,0.0,602.9599999999999
2019-03-22,886-18-2897,Food and beverages,SKU-886-18-2,5,56.56,0.0,282.8
2019-01-24,602-16-6955,Sports and travel,SKU-602-16-6,10,76.6,0.0,766.0
2019-03-10,745-74-0715,Electronic accessories,SKU-745-74-0,2,58.03,0.0,116.06
2019-02-22,690-01-6631,Fashion accessories,SKU-690-01-6,10,17.49,0.0,174.9
2019-02-18,652-49-6720,Electronic accessories,SKU-652-49-6,1,60.95,0.0,60.95
2019-01-29,233-67-5758,Health and beauty,SKU-233-67-5,1,40.35,0.0,40.35
2019-03-02,303-96-2227,Home and lifestyle,SKU-303-96-2,10,97.38,0.0,973.8
2019-02-09,727-02-1313,Food and beverages,SKU-727-02-1,1,31.84,0.0,31.840000000000003
2019-02-22,347-56-2442,Home and lifestyle,SKU-347-56-2,1,65.82,0.0,65.82000000000001
2019-02-18,849-09-3807,Fashion accessories,SKU-849-09-3,7,88.34,0.0,618.38
